Date,Open,High,Low,Close,Adj Close,Volume,exp20,exp50,exp128,exp200,stdev,stdev_pos,stdev_neg,max_close,min_close,stdevclose,stdevclose_pos,stdevclose_neg,rsi,overbought,oversold,exp12,exp26,macd,MacdPctChg,signal,AboveBelow,wr,line20,line80,Fast_Stochastic,Slow_Stochastic,PrevClose,MaxCloseHigh,MinCloseLow,BuyPressure,TrueRange,Average7,Average14,Average28,UO,UONeg100,UOmax,UOmin,atr,StopLoss,buy_signal,sell_signal
2021-01-04,2121.050049,2129.139893,2068.320068,2089.719971,2089.719971,284700,2089.719971,2089.719971,2089.719971,2089.719971,158.74080115663133,2248.4607721566313,1930.9791698433687,2660.780029,1969.25,165.41932753949598,2255.139298539496,1924.300643460504,,70,30,2089.719971,2089.719971,0.0,,0.0,0.0,,-20,-80,,,2089.719971,2129.139893,2068.320068,21.399902999999995,60.81982500000004,0.35185735901081566,0.35185735901081566,0.35185735901081566,35.185735901081564,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,1964.9040645999999,2235.59688765
2021-01-05,2089.649902,2110.709961,2086.699951,2105.689941,2105.689941,211600,2091.2409205238096,2090.3462443333333,2089.967567434109,2089.8788761741293,158.74080115663133,2249.981721680441,1932.5001193671783,2660.780029,1969.25,165.41932753949598,2256.6602480633055,1925.8215929843136,,70,30,2092.1768894615384,2090.9029317407408,1.2739577207976254,,0.2547915441595251,-1.0191661766381004,,-20,-80,,,2089.719971,2110.709961,2086.699951,18.989990000000034,24.010009999999966,0.40291522497864507,0.3769966723034958,0.36433182372155903,38.99980097490187,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-06,2104.97998,2138.25,2094.350098,2118.639893,2118.639893,494100,2093.850346473923,2091.4557991830065,2090.4120996134247,2090.165055446029,158.74080115663133,2252.591147630554,1935.1095453172916,2660.780029,1969.25,165.41932753949598,2259.269674013419,1928.431018934427,,70,30,2096.248120775148,2092.957521463649,3.290599311499136,,0.8619530976274473,-2.428646213871689,,-20,-80,,,2105.689941,2138.25,2094.350098,24.28979500000014,43.89990200000011,0.43613177417547816,0.39599781747630114,0.3743182210598801,41.58344218163421,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-07,2121.060059,2156.050049,2121.060059,2152.149902,2152.149902,293300,2099.4026850954538,2093.835960077791,2091.369274844224,2090.781820088357,158.74080115663133,2258.143486252085,1940.6618839388225,2660.780029,1969.25,165.41932753949598,2264.8220126349497,1933.9833575559578,,70,30,2104.8483948097405,2097.3421422441193,7.506252565621253,inf,2.1908129912262084,-5.315439574395045,,-20,-80,,,2118.639893,2156.050049,2118.639893,33.51000900000008,37.410155999999915,0.5283389227217988,0.443883023395214,0.39837630553866515,48.56425776023269,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-08,2154.459961,2164.389893,2140.449951,2163.48999,2163.48999,0,2105.5062379435058,2096.5674906629756,2092.487425466794,2091.5052844655875,158.74080115663133,2264.247039100137,1946.7654367868745,2660.780029,1969.25,165.41932753949598,2270.9255654830017,1940.0869104040098,,70,30,2113.8701786851652,2102.241982818629,11.628195866536316,812.7615207870399,4.07828956628823,-7.549906300248086,,-20,-80,,,2152.149902,2164.389893,2140.449951,23.04003899999998,23.939941999999974,0.5917816395761356,0.47814514723585494,0.41571357311196094,53.41614894126019,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-11,2161.219971,2161.219971,2142.870117,2150.649902,2150.649902,0,2109.805634520315,2098.6883695389374,2093.3891692890143,2092.0937881226464,158.74080115663133,2268.546435676946,1951.0648333636836,2660.780029,1969.25,165.41932753949598,2275.224962059811,1944.386306980819,,70,30,2119.5285976566784,2105.8277546098416,13.70084304683678,316.3631530268245,6.00280026239794,-7.69804278443884,,-20,-80,,,2163.48999,2163.48999,2142.870117,7.7797850000001745,20.619873000000098,0.5609544029424387,0.4719306461726222,0.4146513124485204,51.46186023662172,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-12,2150.340088,2158.370117,2140.360107,2154.449951,2154.449951,0,2114.057474185047,2100.875098223685,2094.335848075231,2092.7142474547595,158.74080115663133,2272.798275341678,1955.3166730284156,2660.780029,1969.25,165.41932753949598,2279.476801724543,1948.638146645551,,70,30,2124.9011135556507,2109.4293987868905,15.471714768760194,106.11769499498158,7.896583163670391,-7.575131605089803,,-20,-80,,,2150.649902,2158.370117,2140.360107,14.089844000000085,18.010009999999966,0.5926959209724311,0.49008027787426917,0.42394759143944094,53.927026158252914,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-13,2154.179932,2164.540039,2148.27002,2157.790039,2157.790039,0,2118.2224803578997,2103.1070566855014,2095.319633981041,2093.3617677686425,158.74080115663133,2276.963281514531,1959.4816792012684,2660.780029,1969.25,165.41932753949598,2283.6418078973957,1952.8031528184038,,70,30,2129.9609482393967,2113.011668432306,16.949279807090534,45.760184998837694,9.707122492354419,-7.242157314736115,,-20,-80,,,2154.449951,2164.540039,2148.27002,9.520019000000048,16.270019000000048,0.5915811696452219,0.4955404183950957,0.42780705211112124,54.07446524974572,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-14,2158.389893,2166.929932,2149.909912,2151.419922,2151.419922,0,2121.3841414666713,2105.0016788546977,2096.1894058883117,2093.9394608455714,158.74080115663133,2280.1249426233026,1962.64334031004,2660.780029,1969.25,165.41932753949598,2286.8034690061672,1955.9648139271753,,70,30,2133.262328817951,2115.8567242521353,17.405604565815793,27.040390918384837,11.246818907046693,-6.1587856587691,,-20,-80,,,2157.790039,2166.929932,2149.909912,1.5100099999999657,17.02001999999993,0.5058895912377407,0.46916034891294384,0.4189230978382874,48.2971737230734,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-15,2151.399902,2151.399902,2124.659912,2135.51001,2135.51001,0,2122.7294622793693,2106.198083997651,2096.799027657485,2094.353098150591,158.74080115663133,2281.4702634360006,1963.988661122738,2660.780029,1969.25,165.41932753949598,2288.148789818865,1957.3101347398733,,70,30,2133.6081259228818,2117.312523196422,16.295602726459947,5.32512375010501,12.256575670929344,-4.039027055530603,,-20,-80,,,2151.419922,2151.419922,2124.659912,10.850097999999889,26.760009999999966,0.4794555435988321,0.462455459287039,0.4183526486894478,46.58693916655506,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-19,2136.189941,2155.669922,2136.189941,2152.959961,2152.959961,0,2125.6085573956198,2108.031883095782,2097.6697398023302,2094.9362510147644,158.74080115663133,2284.349358552251,1966.8677562389885,2660.780029,1969.25,165.41932753949598,2291.0278849351157,1960.1892298561238,,70,30,2136.5853313193616,2119.953074144835,16.63225717452633,-1.870419487862729,13.131711971648741,-3.500545202877589,,-20,-80,,,2135.51001,2155.669922,2135.51001,17.449951000000056,20.159912000000077,0.5601946752749373,0.49624717057542406,0.433176979824826,52.37785745822033,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
2021-01-20,2154.610107,2186.189941,2154.610107,2182.139893,2182.139893,0,2130.9924941198465,2110.9380795626143,2098.9793545805887,2095.8039489449657,158.74080115663133,2289.7332952764777,1972.2516929632152,2660.780029,1969.25,165.41932753949598,2296.4118216593424,1965.5731665803505,,70,30,2143.5937254240753,2124.559505171144,19.03422025293139,9.356846416666054,14.312213627905273,-4.722006625026118,,-20,-80,,,2152.959961,2186.189941,2152.959961,29.179932000000008,33.22998000000007,0.6602972368755712,0.5487568836518212,0.45784100538751415,59.95062457419201,-100,58.532629489879355,37.33811667382315,29.29799780000003,2227.0539064,,
