Date,Open,High,Low,Close,Adj Close,Volume,exp20,exp50,exp128,exp200,stdev,stdev_pos,stdev_neg,max_close,min_close,stdevclose,stdevclose_pos,stdevclose_neg,rsi,overbought,oversold,exp12,exp26,macd,MacdPctChg,signal,AboveBelow,wr,line20,line80,Fast_Stochastic,Slow_Stochastic,PrevClose,MaxCloseHigh,MinCloseLow,BuyPressure,TrueRange,Average7,Average14,Average28,UO,UONeg100,UOmax,UOmin,atr,StopLoss,buy_signal,sell_signal
2021-01-04,30627.470703,30674.279297,29881.820313,30223.890625,30223.890625,475080000,30223.890625,30223.890625,30223.890625,30223.890625,1538.749858557307,31762.64048355731,28685.14076644269,36799.648438,28725.509766,1630.8242125667741,31854.714837566775,28593.066412433225,,70,30,30223.890625,30223.890625,0.0,,0.0,0.0,,-20,-80,,,30223.890625,30674.279297,29881.820313,342.07031199999983,792.4589840000008,0.43165680357786124,0.43165680357786124,0.43165680357786124,43.16568035778613,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,28387.729297349997,32207.993261850002
2021-01-05,30204.25,30504.890625,30141.779297,30391.599609,30391.599609,350910000,30239.862909190477,30230.46744790196,30226.49076428682,30225.559371109455,1538.749858557307,31778.612767747785,28701.11305063317,36799.648438,28725.509766,1630.8242125667741,31870.68712175725,28609.038696623702,,70,30,30249.692007153844,30236.313512703702,13.37849445014217,,2.675698890028434,-10.702795560113737,,-20,-80,,,30223.890625,30504.890625,30141.779297,249.82031199999983,363.11132799999905,0.4656218591819698,0.4485373327438683,0.4400717975440021,45.70905571085168,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-06,30362.779297,31022.650391,30313.070313,30829.400391,30829.400391,500430000,30296.009336029478,30253.95501429796,30235.838200359893,30231.567739466576,1538.749858557307,31834.759194586786,28757.25947747217,36799.648438,28725.509766,1630.8242125667741,31926.833548596253,28665.185123462703,,70,30,30338.877912360946,30280.245874058983,58.63203830196289,,13.866966772415328,-44.76507152954757,,-20,-80,,,30391.599609,31022.650391,30313.070313,516.330077999999,709.580077999999,0.5328687650803285,0.4846233831226595,0.4586095134466817,50.84759057161878,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-07,30901.179688,31193.400391,30897.859375,31041.130859,31041.130859,427810000,30366.973290598096,30284.82465526667,30248.32335785819,30239.623093889797,1538.749858557307,31905.723149155405,28828.223432040788,36799.648438,28725.509766,1630.8242125667741,31997.79750316487,28736.14907803132,,70,30,30446.916827228495,30336.607724795354,110.30910243314065,inf,33.1553939045604,-77.15370852858025,,-20,-80,,,30829.400391,31193.400391,30829.400391,211.73046800000157,364.0,0.5401568508577911,0.4915223974608715,0.46283048584184283,51.52146691706786,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-08,31069.580078,31140.669922,30793.269531,31097.970703,31097.970703,381150000,30436.592091779232,30316.71273556994,30261.496184914653,30248.16386611975,1538.749858557307,31975.34195033654,28897.842233221923,36799.648438,28725.509766,1630.8242125667741,32067.416304346007,28805.767879212457,,70,30,30547.078961962572,30393.004982440143,154.073979522429,1051.6540975265843,57.33911102813413,-96.73486849429487,,-20,-80,,,31041.130859,31140.669922,30793.269531,304.7011719999973,347.4003909999992,0.5939562729859625,0.5195134876031036,0.47690057389770707,55.596466300682344,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-11,31015.369141,31096.980469,30832.060547,31008.689453,31008.689453,356540000,30491.07755475264,30343.849077429943,30273.08057666791,30255.73128489468,1538.749858557307,32029.827413309948,28952.32769619533,36799.648438,28725.509766,1630.8242125667741,32121.901767319414,28860.253342185864,,70,30,30618.095960583712,30438.61123951865,179.48472106506233,206.120555012418,81.76823303551977,-97.71648802954256,,-20,-80,,,31097.970703,31097.970703,30832.060547,176.6289059999981,265.9101559999981,0.6038051294653681,0.5282339542019104,0.4819896498557811,56.48111537315821,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-12,31015.009766,31114.560547,30888.759766,31068.689453,31068.689453,362620000,30546.08821172858,30372.274190197397,30285.41559800639,30263.82042089573,1538.749858557307,32084.83807028589,29007.33835317127,36799.648438,28725.509766,1630.8242125667741,32176.912424295355,28915.263999161805,,70,30,30687.418036340066,30485.283699776526,202.13433656354027,83.24356930204897,105.84145374112387,-96.2928828224164,,-20,-80,,,31008.689453,31114.560547,30888.759766,179.92968699999983,225.80078100000173,0.63023846232728,0.543208201916712,0.4896020070728817,58.52817514593465,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-13,31084.880859,31153.369141,30992.050781,31060.470703,31060.470703,413250000,30595.077020421093,30399.262288738675,30297.431956223343,30271.74728937438,1538.749858557307,32133.8268789784,29056.327161863785,36799.648438,28725.509766,1630.8242125667741,32225.901232987868,28964.25280785432,,70,30,30744.810754287748,30527.890144459747,216.92060982800103,40.78990527821298,128.0572849584993,-88.86332486950172,,-20,-80,,,31068.689453,31153.369141,30992.050781,68.41992199999731,161.31835999999748,0.6064569829501818,0.5379765641819066,0.48840948736964945,57.00272210763128,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-14,31085.669922,31223.779297,30982.240234,30991.519531,30991.519531,427810000,30632.83345000004,30422.488062945,30308.1930038943,30278.90920222638,1538.749858557307,32171.583308557347,29094.08359144273,36799.648438,28725.509766,1630.8242125667741,32263.657662566813,29002.009237433263,,70,30,30782.76595070502,30562.233061981246,220.5328887237738,22.87000665857888,146.55240571155423,-73.98048301221957,,-20,-80,,,31060.470703,31223.779297,30982.240234,9.279297000000952,241.53906300000017,0.5001074766910851,0.5027337853708239,0.47560351081623176,49.735728404603144,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
2021-01-15,30926.769531,30941.980469,30612.669922,30814.259766,30814.259766,433000000,30650.112146761938,30437.851659143238,30316.039000206012,30284.236073507713,1538.749858557307,32188.862005319246,29111.36228820463,36799.648438,28725.509766,1630.8242125667741,32280.936359328713,29019.287934195163,,70,30,30787.61115305809,30580.901706723376,206.709446334713,2.263400592375131,158.58381383618598,-48.12563249852701,,-20,-80,,,30991.519531,30991.519531,30612.669922,201.58984399999827,378.8496090000008,0.5091121982541272,0.5060598361985926,0.4781886620660391,50.38224467828191,-100,57.12678521590192,37.80911143662423,429.1718748000021,32904.4179694,,
