Date,Open,High,Low,Close,Adj Close,Volume,exp20,exp50,exp128,exp200,stdev,stdev_pos,stdev_neg,max_close,min_close,stdevclose,stdevclose_pos,stdevclose_neg,rsi,overbought,oversold,exp12,exp26,macd,MacdPctChg,signal,AboveBelow,wr,line20,line80,Fast_Stochastic,Slow_Stochastic,PrevClose,MaxCloseHigh,MinCloseLow,BuyPressure,TrueRange,Average7,Average14,Average28,UO,UONeg100,UOmax,UOmin,atr,StopLoss,buy_signal,sell_signal
2021-01-04,3764.610107,3769.98999,3662.709961,3700.649902,3700.649902,5015000000,3700.649902,3700.649902,3700.649902,3700.649902,271.7665793875122,3972.4164813875122,3428.883322612488,4796.560059,3577.030029,282.26412232898724,3982.9140243289876,3418.3857796710126,,70,30,3700.649902,3700.649902,0.0,,0.0,0.0,,-20,-80,,,3700.649902,3769.98999,3662.709961,37.93994100000009,107.28002900000001,0.3536533439975122,0.3536533439975122,0.3536533439975122,35.36533439975122,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,3479.57446295,3958.4894895
2021-01-05,3698.02002,3737.830078,3695.070068,3726.860107,3726.860107,4591020000,3703.1461120000004,3701.6777531764706,3701.056261767442,3700.910700059702,271.7665793875122,3974.9126913875125,3431.379532612488,4796.560059,3577.030029,282.26412232898724,3985.410234328988,3420.881989671013,,70,30,3704.6822412307693,3702.591398666667,2.0908425641023314,,0.4181685128204663,-1.6726740512818652,,-20,-80,,,3700.649902,3737.830078,3695.070068,31.79003899999998,42.760009999999966,0.39936868694799127,0.3761749822036355,0.36483199378953995,38.780810085553945,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-06,3712.199951,3783.040039,3705.340088,3748.139893,3748.139893,6064110000,3707.431234,3703.4997978754327,3701.786240546241,3701.3806422780135,271.7665793875122,3979.1978133875123,3435.664654612488,4796.560059,3577.030029,282.26412232898724,3989.695356328987,3425.167111671013,,70,30,3711.368033810651,3705.965361209877,5.402672600774167,,1.4150693304112065,-3.9876032703629605,,-20,-80,,,3726.860107,3783.040039,3705.340088,42.799805000000106,77.69995100000006,0.4328839277203673,0.3950471483386235,0.3746909736427848,41.3760140171643,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-07,3764.709961,3811.550049,3764.709961,3803.790039,3803.790039,5099160000,3716.6082630476194,3707.432748507769,3703.367694785834,3702.399641250372,271.7665793875122,3988.3748424351315,3444.8416836601073,4796.560059,3577.030029,282.26412232898724,3998.872385376607,3434.344140718632,,70,30,3725.5868038397816,3713.211633638775,12.375170201006767,inf,3.607089504530319,-8.76808069647645,,-20,-80,,,3748.139893,3811.550049,3748.139893,55.65014599999995,63.410155999999915,0.5191852340209677,0.4396126785316023,0.3970200743729257,47.89980525028573,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-08,3815.050049,3826.689941,3783.600098,3824.679932,3824.679932,4773040000,3726.9008029478464,3712.03067727217,3705.248504665123,3703.6163605613137,271.7665793875122,3998.6673823353585,3455.1342235603342,4796.560059,3577.030029,282.26412232898724,4009.164925276834,3444.636680618859,,70,30,3740.831900479815,3721.4685446284952,19.36335585131974,826.1030066906579,6.758342773888203,-12.605013077431536,,-20,-80,,,3803.790039,3826.689941,3783.600098,41.07983400000012,43.0898430000002,0.5841061698686878,0.47430083983378213,0.4144822292653424,52.85012269153796,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-11,3803.139893,3817.860107,3789.02002,3799.610107,3799.610107,4465430000,3733.825498571861,3715.4651647124774,3706.7114752439584,3704.5715222174204,271.7665793875122,4005.592077959373,3462.0589191843487,4796.560059,3577.030029,282.26412232898724,4016.089620900848,3451.561376242874,,70,30,3749.8747014829205,3727.256808507866,22.617892975054474,318.6426727359618,9.93025281412146,-12.687640160933014,,-20,-80,,,3824.679932,3824.679932,3789.02002,10.59008700000004,35.65991200000008,0.5434404852365522,0.46356024143968094,0.4112927633540936,50.17393124542377,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-12,3801.620117,3810.780029,3776.51001,3801.189941,3801.189941,4994950000,3740.2411597554933,3718.8269206453215,3708.1762576587807,3705.53289951874,271.7665793875122,4012.0077391430054,3468.474580367981,4796.560059,3577.030029,282.26412232898724,4022.5052820844803,3457.9770374265063,,70,30,3757.7693537163173,3732.7333368406166,25.036016875700625,102.30846500732449,12.951405626437293,-12.084611249263332,,-20,-80,,,3799.610107,3810.780029,3776.51001,24.679931000000124,34.27001900000005,0.5705849857332188,0.4797099277872658,0.4197104564126225,52.30671792742899,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-13,3802.22998,3820.959961,3791.5,3809.840088,3809.840088,4602510000,3746.869629112113,3722.396064463152,3709.7524410749234,3706.570781991191,271.7665793875122,4018.6362084996254,3475.103049724601,4796.560059,3577.030029,282.26412232898724,4029.1337514411007,3464.6055067831257,,70,30,3765.780235913807,3738.444948037608,27.33528787619889,41.170198420620416,15.828182076389613,-11.507105799809278,,-20,-80,,,3801.189941,3820.959961,3791.5,18.340087999999923,29.45996100000002,0.5783631055443665,0.48810261698485924,0.4246891575035528,53.06209733786768,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-14,3814.97998,3823.600098,3792.860107,3795.540039,3795.540039,5198480000,3751.504906244293,3725.26445562146,3711.0824813528316,3707.456048230085,271.7665793875122,4023.2714856318053,3479.738326856781,4796.560059,3577.030029,282.26412232898724,4033.7690285732806,3469.2407839153057,,70,30,3770.358667157837,3742.6742140348224,27.684453123014464,22.400672571702216,18.199436285714583,-9.48501683729988,,-20,-80,,,3809.840088,3823.600098,3792.860107,2.679932000000008,30.739990999999918,0.49369665900384396,0.46161356951158256,0.4156530083449221,47.33809690547805,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
2021-01-15,3788.72998,3788.72998,3749.620117,3768.25,3768.25,5369820000,3753.09967707817,3726.9501632441484,3711.9687994713922,3708.060963173069,271.7665793875122,4024.866256465682,3481.3330976906577,4796.560059,3577.030029,282.26412232898724,4035.363799407157,3470.835554749183,,70,30,3770.034256825862,3744.5687166989096,25.46554012695242,1.7156213521675623,19.65265705396215,-5.812883072990267,,-20,-80,,,3795.540039,3795.540039,3749.620117,18.629883000000063,45.91992200000004,0.4712075851647921,0.45589745010622273,0.4152432231884763,45.88383520085843,-100,57.973077245317796,38.04645098673207,54.064062600000035,4174.2419918000005,,
